date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:06	33696/33696	---M--	200	added ('OK')	image/png	etag:%226119bfea-83a0%22	https://noticiasdodia.org/wp-content/uploads/2021/08/cropped-favicon2-180x180.png	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/cropped-favicon2-180x180.png	(from https://noticiasdodia.org/)
14:38:06	19282/19282	---MCZ	200	added ('OK')	text/css	etag:W/%2261d8a747-4b52%22	https://noticiasdodia.org/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	(from https://noticiasdodia.org/)
14:38:06	150985/150985	---M--	200	added ('OK')	image/png	etag:%226119520f-24dc9%22	https://noticiasdodia.org/wp-content/uploads/2021/08/sibutraminne_frasco.png	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/sibutraminne_frasco.png	(from https://noticiasdodia.org/)
14:38:06	231213/231213	---M--	200	added ('OK')	image/png	etag:%22611af959-3872d%22	https://noticiasdodia.org/wp-content/uploads/2021/08/sibu-anvisa.png	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/sibu-anvisa.png	(from https://noticiasdodia.org/)
14:38:06	419919/419919	---M--	200	added ('OK')	image/png	etag:%226119973b-6684f%22	https://noticiasdodia.org/wp-content/uploads/2021/08/sibutraminne_frasco5.png	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/sibutraminne_frasco5.png	(from https://noticiasdodia.org/)
14:38:07	73472/73472	---M--	200	added ('OK')	image/jpeg	etag:%2261199410-11f00%22	https://noticiasdodia.org/wp-content/uploads/2021/08/sibutraminne_frasco3.jpg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/sibutraminne_frasco3.jpg	(from https://noticiasdodia.org/)
14:38:07	23936/23936	---M--	200	added ('OK')	image/webp	etag:%22611995e7-5d80%22	https://noticiasdodia.org/wp-content/uploads/2021/08/depo1.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/depo1.webp	(from https://noticiasdodia.org/)
14:38:07	68946/68946	---M--	200	added ('OK')	image/webp	etag:%22611997d5-10d52%22	https://noticiasdodia.org/wp-content/uploads/2021/08/depo2.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/depo2.webp	(from https://noticiasdodia.org/)
14:38:07	53070/53070	---M--	200	added ('OK')	image/webp	etag:%22611997d5-cf4e%22	https://noticiasdodia.org/wp-content/uploads/2021/08/depo3.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/depo3.webp	(from https://noticiasdodia.org/)
14:38:08	15650/15650	---M--	200	added ('OK')	image/webp	etag:%22611997d6-3d22%22	https://noticiasdodia.org/wp-content/uploads/2021/08/depo4.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/depo4.webp	(from https://noticiasdodia.org/)
14:38:08	21136/21136	---M--	200	added ('OK')	image/webp	etag:%22611997d7-5290%22	https://noticiasdodia.org/wp-content/uploads/2021/08/depo5.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/depo5.webp	(from https://noticiasdodia.org/)
14:38:08	46902/46902	---M--	200	added ('OK')	image/webp	etag:%22611997d7-b736%22	https://noticiasdodia.org/wp-content/uploads/2021/08/depo6.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/depo6.webp	(from https://noticiasdodia.org/)
14:38:08	70646/70646	---M--	200	added ('OK')	image/jpeg	etag:%2261199fe7-113f6%22	https://noticiasdodia.org/wp-content/uploads/2021/08/funciona1.jpg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/funciona1.jpg	(from https://noticiasdodia.org/)
14:38:08	96504/96504	---M--	200	added ('OK')	image/jpeg	etag:%226119a4d9-178f8%22	https://noticiasdodia.org/wp-content/uploads/2021/08/funciona2.jpg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/funciona2.jpg	(from https://noticiasdodia.org/)
14:38:09	57658/57658	---M--	200	added ('OK')	image/jpeg	etag:%226119a4d9-e13a%22	https://noticiasdodia.org/wp-content/uploads/2021/08/funciona3.jpg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/funciona3.jpg	(from https://noticiasdodia.org/)
14:38:09	60701/60701	---M--	200	added ('OK')	image/jpeg	etag:%226119a4da-ed1d%22	https://noticiasdodia.org/wp-content/uploads/2021/08/funciona4.jpg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/funciona4.jpg	(from https://noticiasdodia.org/)
14:38:09	28114/28114	---M--	200	added ('OK')	image/png	etag:%226119a7e9-6dd2%22	https://noticiasdodia.org/wp-content/uploads/2021/08/sib-03un.png	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/sib-03un.png	(from https://noticiasdodia.org/)
14:38:09	49825/49825	---M--	200	added ('OK')	image/png	etag:%226119a7ea-c2a1%22	https://noticiasdodia.org/wp-content/uploads/2021/08/sib-06un.png	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/sib-06un.png	(from https://noticiasdodia.org/)
14:38:09	24985/24985	---M--	200	added ('OK')	image/png	etag:%226119a7e8-6199%22	https://noticiasdodia.org/wp-content/uploads/2021/08/sib-01un.png	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/sib-01un.png	(from https://noticiasdodia.org/)
14:38:10	6974/6974	---M--	200	added ('OK')	image/webp	etag:%226119aca6-1b3e%22	https://noticiasdodia.org/wp-content/uploads/2021/08/pagamento.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/pagamento.webp	(from https://noticiasdodia.org/)
14:38:10	10736/10736	---M--	200	added ('OK')	image/webp	etag:%226119acd1-29f0%22	https://noticiasdodia.org/wp-content/uploads/2021/08/entregas.webp	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/entregas.webp	(from https://noticiasdodia.org/)
14:38:10	70760/70760	---M--	200	added ('OK')	image/jpeg	etag:%22611af7d6-11468%22	https://noticiasdodia.org/wp-content/uploads/2021/08/garantia2.jpg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/garantia2.jpg	(from https://noticiasdodia.org/)
14:38:11	3113/3113	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8e802-c29%22	https://noticiasdodia.org/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://noticiasdodia.org/)
14:38:11	24652/24652	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a71e-604c%22	https://noticiasdodia.org/wp-content/plugins/ooohboi-steroids-for-elementor/assets/js/ooohboi-steroids-min.js?ver=1.8.203082021b	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/ooohboi-steroids-for-elementor/assets/js/ooohboi-steroids-min6a2a.js	(from https://noticiasdodia.org/)
14:38:11	33664/33664	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a764-8380%22	https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.4.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min6b00.js	(from https://noticiasdodia.org/)
14:38:11	56256/56256	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a772-127eb%22	https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons-pro/assets/js/happy-addons-pro.js?ver=2.2.2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/happy-elementor-addons-pro/assets/js/happy-addons-pro605a.js	(from https://noticiasdodia.org/)
14:38:11	17179/17179	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a764-431b%22	https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/vendor/anime/lib/anime.min.js?ver=3.4.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/vendor/anime/lib/anime.min6b00.js	(from https://noticiasdodia.org/)
14:38:12	3387/3387	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a764-d3b%22	https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/vendor/jquery-match-height/jquery.matchHeight-min.js?ver=3.4.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/vendor/jquery-match-height/jquery.matchHeight-min6b00.js	(from https://noticiasdodia.org/)
14:38:12	4965/4965	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a747-1365%22	https://noticiasdodia.org/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min49eb.js	(from https://noticiasdodia.org/)
14:38:12	4905/4905	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a737-1329%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.3	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min1aae.js	(from https://noticiasdodia.org/)
14:38:12	14235/14235	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a737-379b%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.3	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/js/frontend-modules.min1aae.js	(from https://noticiasdodia.org/)
14:38:12	20293/20293	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a747-4f45%22	https://noticiasdodia.org/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor-pro/assets/js/frontend.min49eb.js	(from https://noticiasdodia.org/)
14:38:13	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a737-2fa6%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://noticiasdodia.org/)
14:38:13	20714/20714	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262152b20-50ea%22	https://noticiasdodia.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-includes/js/jquery/ui/core.min0028.js	(from https://noticiasdodia.org/)
14:38:13	36881/36881	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a737-9011%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.3	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/js/frontend.min1aae.js	(from https://noticiasdodia.org/)
14:38:14	24284/24284	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d8a747-5edc%22	https://noticiasdodia.org/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.5.2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min49eb.js	(from https://noticiasdodia.org/)
14:38:15	208060/208060	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-32cbc%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.13.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
14:38:15	91472/91472	---M--	200	added ('OK')	font/woff2	etag:%2261d8a737-16550%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.13.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff2	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
14:38:16	112104/112104	---M--	200	added ('OK')	font/woff	etag:%2261d8a737-1b5e8%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.13.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
14:38:17	207900/207900	---M--	200	added ('OK')	application/octet-stream	etag:%2261d8a737-32c1c%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.13.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.ttf	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
14:38:17	313411/313411	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261d8a737-4c843%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.13.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.svg	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
14:38:17	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-20cca%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:18	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-20cca%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:18	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2261d8a737-12bdc%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:19	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2261d8a737-15fcc%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:20	134040/134040	---M--	200	added ('OK')	application/octet-stream	etag:%2261d8a737-20b98%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
